route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,jp_parent_route_id
10247,8000020041009,N45,,,3,,A3D742,050505,
10248,8000020041009,N60,,,3,,A3D742,050505,
10249,8000020041009,R18,,,3,,A3D742,050505,
10250,8000020041009,R20,,,3,,A3D742,050505,
10251,8000020041009,R40,,,3,,A3D742,050505,
10252,8000020041009,R70,,,3,,A3D742,050505,
10253,8000020041009,S110,,,3,,A3D742,050505,
10254,8000020041009,S120,,,3,,A3D742,050505,
10255,8000020041009,S120,,,3,,A3D742,050505,
10256,8000020041009,S130,,,3,,A3D742,050505,
10257,8000020041009,S130,,,3,,A3D742,050505,
10258,8000020041009,S135,,,3,,A3D742,050505,
10259,8000020041009,S140,,,3,,A3D742,050505,
10260,8000020041009,S160,,,3,,A3D742,050505,
10261,8000020041009,S161,,,3,,A3D742,050505,
10262,8000020041009,S207,,,3,,A3D742,050505,
10263,8000020041009,S210,,,3,,A3D742,050505,
10264,8000020041009,S220,,,3,,A3D742,050505,
10265,8000020041009,S220,,,3,,A3D742,050505,
10266,8000020041009,S240,,,3,,A3D742,050505,
10267,8000020041009,S250,,,3,,A3D742,050505,
10268,8000020041009,S601,,,3,,A3D742,050505,
10269,8000020041009,S610,,,3,,A3D742,050505,
10270,8000020041009,S620,,,3,,A3D742,050505,
10271,8000020041009,S628,,,3,,A3D742,050505,
10272,8000020041009,S701,,,3,,A3D742,050505,
10273,8000020041009,S730,,,3,,A3D742,050505,
10274,8000020041009,S760,,,3,,A3D742,050505,
10275,8000020041009,S761,,,3,,A3D742,050505,
10276,8000020041009,S765,,,3,,A3D742,050505,
10277,8000020041009,S766,,,3,,A3D742,050505,
10279,8000020041009,S780,,,3,,A3D742,050505,
10280,8000020041009,S785,,,3,,A3D742,050505,
10281,8000020041009,S785,,,3,,A3D742,050505,
10282,8000020041009,S800,,,3,,A3D742,050505,
10283,8000020041009,S815,,,3,,A3D742,050505,
10284,8000020041009,S817,,,3,,A3D742,050505,
10285,8000020041009,S821,,,3,,A3D742,050505,
10286,8000020041009,S825,,,3,,A3D742,050505,
10287,8000020041009,S830,,,3,,A3D742,050505,
10288,8000020041009,S831,,,3,,A3D742,050505,
10289,8000020041009,S840,,,3,,A3D742,050505,
10290,8000020041009,S844,,,3,,A3D742,050505,
10291,8000020041009,S845,,,3,,A3D742,050505,
10292,8000020041009,S850,,,3,,A3D742,050505,
10293,8000020041009,S851,,,3,,A3D742,050505,
10294,8000020041009,S855,,,3,,A3D742,050505,
10295,8000020041009,S856,,,3,,A3D742,050505,
10296,8000020041009,S860,,,3,,A3D742,050505,
10297,8000020041009,S861,,,3,,A3D742,050505,
10298,8000020041009,S866,,,3,,A3D742,050505,
10299,8000020041009,S870,,,3,,A3D742,050505,
10300,8000020041009,S875,,,3,,A3D742,050505,
10301,8000020041009,S876,,,3,,A3D742,050505,
10302,8000020041009,S877,,,3,,A3D742,050505,
10303,8000020041009,S880,,,3,,A3D742,050505,
10304,8000020041009,S880,,,3,,A3D742,050505,
10305,8000020041009,S888,,,3,,A3D742,050505,
10306,8000020041009,S890,,,3,,A3D742,050505,
10307,8000020041009,S900,,,3,,A3D742,050505,
10308,8000020041009,S901,,,3,,A3D742,050505,
10309,8000020041009,S904,,,3,,A3D742,050505,
10310,8000020041009,S905,,,3,,A3D742,050505,
10311,8000020041009,S908,,,3,,A3D742,050505,
10312,8000020041009,S910,,,3,,A3D742,050505,
10313,8000020041009,S911,,,3,,A3D742,050505,
10314,8000020041009,S917,,,3,,A3D742,050505,
10315,8000020041009,S918,,,3,,A3D742,050505,
10316,8000020041009,S923,,,3,,A3D742,050505,
10317,8000020041009,S925,,,3,,A3D742,050505,
10318,8000020041009,S990,,,3,,A3D742,050505,
10319,8000020041009,T18,,,3,,A3D742,050505,
10320,8000020041009,X12,,,3,,A3D742,050505,
10321,8000020041009,X120,,,3,,A3D742,050505,
10322,8000020041009,X130,,,3,,A3D742,050505,
10323,8000020041009,X20,,,3,,A3D742,050505,
10324,8000020041009,X200,,,3,,A3D742,050505,
10325,8000020041009,X210,,,3,,A3D742,050505,
10326,8000020041009,X220,,,3,,A3D742,050505,
10327,8000020041009,X230,,,3,,A3D742,050505,
10328,8000020041009,X233,,,3,,A3D742,050505,
10329,8000020041009,X30,,,3,,A3D742,050505,
10330,8000020041009,X30,,,3,,A3D742,050505,
10331,8000020041009,X320,,,3,,A3D742,050505,
10332,8000020041009,X40,,,3,,A3D742,050505,
10333,8000020041009,X50,,,3,,A3D742,050505,
10334,8000020041009,X50,,,3,,A3D742,050505,
10335,8000020041009,X53,,,3,,A3D742,050505,
10336,8000020041009,X55,,,3,,A3D742,050505,
10337,8000020041009,X610,,,3,,A3D742,050505,
10338,8000020041009,X75,,,3,,A3D742,050505,
10339,8000020041009,X785,,,3,,A3D742,050505,
10340,8000020041009,X817,,,3,,A3D742,050505,
10341,8000020041009,X840,,,3,,A3D742,050505,
10342,8000020041009,X870,,,3,,A3D742,050505,
10343,8000020041009,X88,,,3,,A3D742,050505,
10344,8000020041009,X880,,,3,,A3D742,050505,
10345,8000020041009,X910,,,3,,A3D742,050505,
10346,8000020041009,X917,,,3,,A3D742,050505,
10347,8000020041009,Y45,,,3,,A3D742,050505,
10349,8000020041009,Z40,,,3,,A3D742,050505,
10350,8000020041009,Z45,,,3,,A3D742,050505,
10351,8000020041009,Z60,,,3,,A3D742,050505,
